atol    1e-9
length    3.0
m_N    1
m_end    10.0
m_start    10.0
mode    TE011
phi_N    1
phi_end    0.0
phi_start    0.0
r_N    5
r_end    1.5000001
r_start    0.0
radius    1.0
rtol    1e-6
z_N    5
z_end    0.5000001
z_start    -0.5

m    r    phi    z    Re[j_r]    error_Re[j_r]    Im[j_r]    error_Im[j_r]    Re[j_phi]    error_Re[j_phi]    Im[j_phi]    error_Im[j_phi]    Re[j_z]    error_Re[j_z]    Im[j_z]    error_Im[j_z]  
------------------------------------------------------------------------------

10.000000000000002  0  0  -0.5  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0  0  -0.24999997500000004  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0  0  4.9999999918171056e-08  3.55718045439048e-17  -2.1757893661194013e-17  0  0  3.4605153113367186e-17  -2.3069238243775135e-17  0  0  -0  -0  0  0  
10.000000000000002  0  0  0.2500000749999999  7.383820914619296e-18  -4.528053240836008e-18  0  0  1.7291505561815868e-17  -2.259830517565691e-18  0  0  -0  -0  0  0  
10.000000000000002  0  0  0.5000000999999998  8.025893530799285e-19  -6.063117126814518e-19  0  0  1.1238477253469265e-18  -9.85131301850074e-19  0  0  -0  -0  0  0  
10.000000000000002  0.375000025  0  -0.5  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0.375000025  0  -0.24999997500000004  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0.375000025  0  4.9999999918171056e-08  -4.019723597814183e-17  -1.2523365042885006e-16  0  0  2.5563234809108883  -7.836358533488743e-09  0  0  -0  -0  0  0  
10.000000000000002  0.375000025  0  0.2500000749999999  4.320538230393229e-18  -9.181639250408314e-18  0  0  0.21374620955872253  -2.570427977186919e-09  0  0  -0  -0  0  0  
10.000000000000002  0.375000025  0  0.5000000999999998  5.566701402944049e-19  -1.6029927959181087e-18  0  0  0.017981580790941788  -6.348150769258045e-10  0  0  -0  -0  0  0  
10.000000000000002  0.75000005  0  -0.5  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0.75000005  0  -0.24999997500000004  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  nan  
10.000000000000002  0.75000005  0  4.9999999918171056e-08  8.698716071145805e-17  -2.267413528486217e-16  0  0  1.8721604434849959  -8.835239367220166e-10  0  0  -0  -0  0  0  
10.000000000000002  0.75000005  0  0.2500000749999999  4.353836262714677e-18  -2.600029551461223e-17  0  0  0.165999094354658  -7.200538787044204e-09  0  0  -0  -0  0  0  
10.000000000000002  0.75000005  0  0.5000000999999998  5.549045102562755e-19  -3.087955673413041e-18  0  0  0.014930878224545198  -4.5480152258111304e-11  0  0  -0  -0  0  0  
10.000000000000002  1.125000075  0  -0.5  1.2755199832533794e-16  -1.3566981660126987e-15  0  0  1.0917527350640523  -6.1127205962057616e-09  0  0  -0  -0  0  0  
10.000000000000002  1.125000075  0  -0.24999997500000004  7.525614078660158e-17  -7.254646282421884e-16  0  0  0.5940447488089211  -9.17848669867036e-09  0  0  -0  -0  0  0  
10.000000000000002  1.125000075  0  4.9999999918171056e-08  1.8114592773969502e-17  -1.9486804161243483e-16  0  0  0.18581783500177934  -4.098831022431544e-10  0  0  -0  -0  0  0  
10.000000000000002  1.125000075  0  0.2500000749999999  2.222393962937109e-18  -2.4564015040894318e-17  0  0  0.03093897900125027  -8.62313679035264e-09  0  0  -0  -0  0  0  
10.000000000000002  1.125000075  0  0.5000000999999998  2.561858813909074e-19  -2.631979721823175e-18  0  0  0.003915860633064607  -8.978661647986864e-10  0  0  -0  -0  0  0  
10.000000000000002  1.5000001  0  -0.5  4.311915658056485e-18  -5.440961029957527e-17  0  0  0.029653315843787928  -2.6466326379365003e-11  0  0  -0  -0  0  0  
10.000000000000002  1.5000001  0  -0.24999997500000004  2.289682560743384e-18  -3.0861280737875027e-17  0  0  0.01713810338995098  -1.3724885439642674e-11  0  0  -0  -0  0  0  
10.000000000000002  1.5000001  0  4.9999999918171056e-08  9.147098386853179e-19  -1.2015570614224524e-17  0  0  0.007123435671318053  -4.106406070230658e-12  0  0  -0  -0  0  0  
10.000000000000002  1.5000001  0  0.2500000749999999  1.8069455715604826e-19  -2.961264709215621e-18  0  0  0.001995699870791755  -2.2612886456934063e-09  0  0  -0  -0  0  0  
10.000000000000002  1.5000001  0  0.5000000999999998  2.6157518777689274e-20  -5.107204094519529e-19  0  0  0.0004004376771714439  -4.755909862943754e-10  0  0  -0  -0  0  0  
