atol    1e-9
length    1.0
m_N    2
m_end    9.90991
m_start    2.47748
mode    TE011
omega    4.954955e+00
phi_N    1
phi_end    0.0
phi_start    0.0
r_N    100
r_end    1.0000001
r_start    0.0
radius    1.0
rtol    1e-6
z_N    1
z_end    1e-4
z_start    1e-4

m    r    phi    z    Re[j_r]    error_Re[j_r]    Im[j_r]    error_Im[j_r]    Re[j_phi]    error_Re[j_phi]    Im[j_phi]    error_Im[j_phi]    Re[j_z]    error_Re[j_z]    Im[j_z]    error_Im[j_z]  
2.47748  0.20202022222222224  0  0.0001  9.39091011116117e-18  -4.582072360982268e-15  -3.0208705882956494e-17  -1.0909851706310382e-14  -0.15353744218867305  -1.6618208533896667e-07  0.4350768614996987  -1.5143230530187536e-11  -0  -0  -0  -0  
2.47748  0.21212123333333333  0  0.0001  2.3629127988635345e-17  -4.770658557685247e-15  -3.386071898327078e-17  -1.0786052376505349e-14  -0.16213088114099236  -4.090496275494894e-07  0.45258845994658886  -2.236640788451992e-11  -0  -0  -0  -0  
2.47748  0.22222224444444447  0  0.0001  -2.217995730719969e-17  -4.9562445017560575e-15  2.4820031608512666e-17  -1.065729144802018e-14  -0.17083980909017593  -4.5665391650696045e-08  0.46950793763356663  -3.232309479111013e-11  -0  -0  -0  -0  
2.47748  0.23232325555555558  0  0.0001  4.4663419694398446e-18  -5.138855523933275e-15  -3.5969134712069366e-17  -1.0523391155274891e-14  -0.17966544548408955  -4.1863370410366685e-08  0.4858137752183511  -4.581517845437869e-11  -0  -0  -0  -0  
2.47748  0.24242426666666667  0  0.0001  -2.156393773907508e-17  -5.318107779833648e-15  -2.1816604990804656e-17  -1.0384761399296847e-14  -0.18860846348244967  -4.324831504240399e-07  0.5014853351466595  -6.38194287333773e-11  -0  -0  -0  -0  
2.47748  0.2525252777777778  0  0.0001  -1.4065269420665667e-17  -5.49412379627013e-15  -2.0213513797013406e-17  -1.0241494877884814e-14  -0.1976689761900562  -8.309944250373613e-08  0.5165028906908505  -8.751377779164804e-11  -0  -0  -0  -0  
2.47748  0.2626262888888889  0  0.0001  -1.441637573630658e-17  -5.66651243043806e-15  -2.358141772932144e-17  -1.0093748859975313e-14  -0.20684652427949562  -4.044455442170504e-08  0.5308476536054467  -1.183058546193649e-10  -0  -0  -0  -0  
2.47748  0.2727273  0  0.0001  4.180724407748744e-17  -5.835157379317404e-15  1.5295069592423954e-17  -9.941676342884652e-15  -0.2161400650098504  -2.6408902959122704e-07  0.544501800358301  -1.5786420927996352e-10  -0  -0  -0  -0  
2.47748  0.2828283111111111  0  0.0001  -7.138687512104868e-18  -5.999593226395448e-15  -4.4165816139577444e-17  -9.785445019951829e-15  -0.2255479630748552  -4.976520062007662e-08  0.5574484968983009  -2.0815202436089686e-10  -0  -0  -0  -0  
2.47748  0.29292932222222223  0  0.0001  -4.403334957755193e-17  -6.160368193603084e-15  -3.808137847877787e-18  -9.625146703339337e-15  -0.2350679970109605  -3.473657248444361e-07  0.5696719219229721  -2.714641588033709e-10  -0  -0  -0  -0  
